ts_ms,sensor_id,valor(s),estado
1969-12-31T19:05:30,HC-SR04,127.05,NORMAL
1969-12-31T19:05:31,HC-SR04,127.04,NORMAL
1969-12-31T19:05:32,HC-SR04,127.04,NORMAL
1969-12-31T19:05:33,HC-SR04,127.03,NORMAL
1969-12-31T19:05:34,HC-SR04,127.03,NORMAL
1969-12-31T19:05:35,HC-SR04,127.03,NORMAL
1969-12-31T19:05:36,HC-SR04,127.03,NORMAL
1969-12-31T19:05:37,HC-SR04,127.03,NORMAL
1969-12-31T19:05:38,HC-SR04,127.04,NORMAL
1969-12-31T19:05:39,HC-SR04,127.04,NORMAL
1969-12-31T19:05:40,HC-SR04,127.02,NORMAL
1969-12-31T19:05:41,HC-SR04,127.02,NORMAL
1969-12-31T19:05:42,HC-SR04,127.02,NORMAL
1969-12-31T19:05:43,HC-SR04,127.02,NORMAL
1969-12-31T19:05:44,HC-SR04,127.01,NORMAL
1969-12-31T19:05:45,HC-SR04,127.0,NORMAL
1969-12-31T19:05:46,HC-SR04,127.0,NORMAL
1969-12-31T19:05:47,HC-SR04,126.98,NORMAL
1969-12-31T19:05:48,HC-SR04,120.87,NORMAL
1969-12-31T19:05:49,HC-SR04,114.82,NORMAL
1969-12-31T19:05:50,HC-SR04,108.71,NORMAL
1969-12-31T19:05:51,HC-SR04,102.6,NORMAL
1969-12-31T19:05:52,HC-SR04,96.48,NORMAL
1969-12-31T19:05:53,HC-SR04,82.01,NORMAL
1969-12-31T19:05:54,HC-SR04,67.55,NORMAL
1969-12-31T19:05:55,HC-SR04,53.08,NORMAL
1969-12-31T19:05:56,HC-SR04,44.74,NORMAL
1969-12-31T19:05:57,HC-SR04,36.32,NORMAL
1969-12-31T19:05:58,HC-SR04,27.96,NORMAL
1969-12-31T19:05:59,HC-SR04,19.6,ALERT
1969-12-31T19:06:00,HC-SR04,11.25,ALERT
1969-12-31T19:06:01,HC-SR04,11.25,ALERT
1969-12-31T19:06:02,HC-SR04,11.25,ALERT
1969-12-31T19:06:03,HC-SR04,11.25,ALERT
1969-12-31T19:06:04,HC-SR04,11.24,ALERT
1969-12-31T19:06:05,HC-SR04,11.24,ALERT
1969-12-31T19:06:06,HC-SR04,11.24,ALERT
1969-12-31T19:06:07,HC-SR04,11.24,ALERT
1969-12-31T19:06:08,HC-SR04,11.11,ALERT
1969-12-31T19:06:09,HC-SR04,11.11,ALERT
1969-12-31T19:06:10,HC-SR04,11.11,ALERT
1969-12-31T19:06:11,HC-SR04,11.11,ALERT
1969-12-31T19:06:12,HC-SR04,11.11,ALERT
1969-12-31T19:06:13,HC-SR04,11.26,ALERT
1969-12-31T19:06:14,HC-SR04,11.26,ALERT
1969-12-31T19:06:15,HC-SR04,11.26,ALERT
1969-12-31T19:06:16,HC-SR04,11.48,ALERT
1969-12-31T19:06:17,HC-SR04,11.48,ALERT
1969-12-31T19:06:18,HC-SR04,11.48,ALERT
1969-12-31T19:06:19,HC-SR04,11.48,ALERT
1969-12-31T19:06:20,HC-SR04,11.48,ALERT
1969-12-31T19:06:21,HC-SR04,11.2,ALERT
1969-12-31T19:06:22,HC-SR04,11.3,ALERT
1969-12-31T19:06:23,HC-SR04,11.21,ALERT
1969-12-31T19:06:24,HC-SR04,11.11,ALERT
1969-12-31T19:06:25,HC-SR04,11.19,ALERT
1969-12-31T19:06:26,HC-SR04,11.1,ALERT
1969-12-31T19:06:27,HC-SR04,11.1,ALERT
1969-12-31T19:06:28,HC-SR04,11.21,ALERT
1969-12-31T19:06:29,HC-SR04,11.26,ALERT
1969-12-31T19:06:30,HC-SR04,11.16,ALERT
1969-12-31T19:06:31,HC-SR04,11.33,ALERT
1969-12-31T19:06:32,HC-SR04,11.24,ALERT
1969-12-31T19:06:33,HC-SR04,11.16,ALERT
1969-12-31T19:06:34,HC-SR04,11.25,ALERT
1969-12-31T19:06:35,HC-SR04,11.25,ALERT
1969-12-31T19:06:36,HC-SR04,11.15,ALERT
1969-12-31T19:06:37,HC-SR04,11.24,ALERT
1969-12-31T19:06:38,HC-SR04,11.24,ALERT
1969-12-31T19:06:39,HC-SR04,11.15,ALERT
1969-12-31T19:06:40,HC-SR04,11.24,ALERT
1969-12-31T19:06:41,HC-SR04,11.24,ALERT
1969-12-31T19:06:42,HC-SR04,11.24,ALERT
1969-12-31T19:06:43,HC-SR04,11.24,ALERT
1969-12-31T19:06:44,HC-SR04,11.24,ALERT
1969-12-31T19:06:45,HC-SR04,11.24,ALERT
1969-12-31T19:06:46,HC-SR04,11.24,ALERT
1969-12-31T19:06:47,HC-SR04,11.24,ALERT
1969-12-31T19:06:48,HC-SR04,11.24,ALERT
1969-12-31T19:06:49,HC-SR04,11.24,ALERT
1969-12-31T19:06:50,HC-SR04,11.24,ALERT
1969-12-31T19:06:51,HC-SR04,11.25,ALERT
1969-12-31T19:06:52,HC-SR04,15.24,ALERT
1969-12-31T19:06:53,HC-SR04,19.23,ALERT
1969-12-31T19:06:54,HC-SR04,23.22,ALERT
1969-12-31T19:06:55,HC-SR04,27.21,NORMAL
1969-12-31T19:06:56,HC-SR04,31.2,NORMAL
1969-12-31T19:06:57,HC-SR04,35.18,NORMAL
1969-12-31T19:06:58,HC-SR04,39.17,NORMAL
1969-12-31T19:06:59,HC-SR04,43.16,NORMAL
1969-12-31T19:07:00,HC-SR04,43.16,NORMAL
1969-12-31T19:07:01,HC-SR04,43.16,NORMAL
1969-12-31T19:07:02,HC-SR04,43.16,NORMAL
1969-12-31T19:07:03,HC-SR04,43.16,NORMAL
1969-12-31T19:07:04,HC-SR04,43.16,NORMAL
1969-12-31T19:07:05,HC-SR04,43.16,NORMAL
1969-12-31T19:07:06,HC-SR04,43.16,NORMAL
1969-12-31T19:07:07,HC-SR04,43.08,NORMAL
1969-12-31T19:07:08,HC-SR04,42.99,NORMAL
1969-12-31T19:07:09,HC-SR04,42.9,NORMAL
1969-12-31T19:07:10,HC-SR04,42.81,NORMAL
1969-12-31T19:07:11,HC-SR04,42.72,NORMAL
1969-12-31T19:07:12,HC-SR04,42.63,NORMAL
1969-12-31T19:07:13,HC-SR04,42.54,NORMAL
1969-12-31T19:07:14,HC-SR04,42.67,NORMAL
1969-12-31T19:07:15,HC-SR04,42.72,NORMAL
1969-12-31T19:07:16,HC-SR04,42.72,NORMAL
1969-12-31T19:07:17,HC-SR04,42.73,NORMAL
1969-12-31T19:07:18,HC-SR04,42.95,NORMAL
1969-12-31T19:07:19,HC-SR04,43.27,NORMAL
1969-12-31T19:07:20,HC-SR04,52.44,NORMAL
1969-12-31T19:07:21,HC-SR04,61.71,NORMAL
1969-12-31T19:07:22,HC-SR04,70.75,NORMAL
1969-12-31T19:07:23,HC-SR04,79.96,NORMAL
1969-12-31T19:07:24,HC-SR04,89.23,NORMAL
1969-12-31T19:07:25,HC-SR04,98.49,NORMAL
1969-12-31T19:07:26,HC-SR04,107.54,NORMAL
1969-12-31T19:07:27,HC-SR04,116.48,NORMAL
1969-12-31T19:07:28,HC-SR04,116.57,NORMAL
1969-12-31T19:07:29,HC-SR04,116.57,NORMAL
1969-12-31T19:07:31,HC-SR04,116.57,NORMAL
1969-12-31T19:07:32,HC-SR04,116.57,NORMAL
1969-12-31T19:07:33,HC-SR04,116.57,NORMAL
1969-12-31T19:07:34,HC-SR04,116.57,NORMAL
1969-12-31T19:07:35,HC-SR04,116.57,NORMAL
1969-12-31T19:07:36,HC-SR04,116.44,NORMAL
1969-12-31T19:07:37,HC-SR04,106.34,NORMAL
1969-12-31T19:07:38,HC-SR04,96.23,NORMAL
1969-12-31T19:07:39,HC-SR04,81.66,NORMAL
1969-12-31T19:07:40,HC-SR04,67.09,NORMAL
1969-12-31T19:07:41,HC-SR04,52.52,NORMAL
1969-12-31T19:07:42,HC-SR04,37.94,NORMAL
1969-12-31T19:07:43,HC-SR04,23.37,NORMAL
1969-12-31T19:07:44,HC-SR04,8.93,ALERT
1969-12-31T19:07:45,HC-SR04,4.46,ALERT
1969-12-31T19:07:46,HC-SR04,0.0,ALERT
1969-12-31T19:07:47,HC-SR04,0.0,ALERT
1969-12-31T19:07:48,HC-SR04,0.0,ALERT
1969-12-31T19:07:49,HC-SR04,0.0,ALERT
1969-12-31T19:07:50,HC-SR04,0.0,ALERT
1969-12-31T19:07:51,HC-SR04,0.0,ALERT
1969-12-31T19:07:52,HC-SR04,0.0,ALERT
1969-12-31T19:07:53,HC-SR04,0.0,ALERT
1969-12-31T19:07:54,HC-SR04,0.0,ALERT
1969-12-31T19:07:55,HC-SR04,0.0,ALERT
1969-12-31T19:07:56,HC-SR04,0.0,ALERT
1969-12-31T19:07:57,HC-SR04,0.0,ALERT
1969-12-31T19:07:58,HC-SR04,0.0,ALERT
1969-12-31T19:07:59,HC-SR04,0.0,ALERT
1969-12-31T19:08:00,HC-SR04,0.0,ALERT
1969-12-31T19:08:01,HC-SR04,0.0,ALERT
1969-12-31T19:08:02,HC-SR04,0.0,ALERT
1969-12-31T19:08:03,HC-SR04,0.0,ALERT
1969-12-31T19:08:04,HC-SR04,0.0,ALERT
1969-12-31T19:08:05,HC-SR04,0.0,ALERT
1969-12-31T19:08:06,HC-SR04,0.0,ALERT
1969-12-31T19:08:07,HC-SR04,0.0,ALERT
1969-12-31T19:08:08,HC-SR04,0.0,ALERT
1969-12-31T19:08:09,HC-SR04,0.0,ALERT
1969-12-31T19:08:10,HC-SR04,0.0,ALERT
1969-12-31T19:08:11,HC-SR04,0.0,ALERT
1969-12-31T19:08:12,HC-SR04,0.0,ALERT
1969-12-31T19:08:13,HC-SR04,6.33,ALERT
1969-12-31T19:08:14,HC-SR04,12.66,ALERT
1969-12-31T19:08:15,HC-SR04,18.98,ALERT
1969-12-31T19:08:16,HC-SR04,25.25,NORMAL
1969-12-31T19:08:17,HC-SR04,31.51,NORMAL
1969-12-31T19:08:18,HC-SR04,37.79,NORMAL
1969-12-31T19:08:19,HC-SR04,44.12,NORMAL
1969-12-31T19:08:20,HC-SR04,50.45,NORMAL
1969-12-31T19:08:21,HC-SR04,50.39,NORMAL
1969-12-31T19:08:22,HC-SR04,50.33,NORMAL
1969-12-31T19:08:23,HC-SR04,50.28,NORMAL
1969-12-31T19:08:24,HC-SR04,50.28,NORMAL
1969-12-31T19:08:25,HC-SR04,50.29,NORMAL
1969-12-31T19:08:26,HC-SR04,50.29,NORMAL
1969-12-31T19:08:27,HC-SR04,50.22,NORMAL
1969-12-31T19:08:28,HC-SR04,50.25,NORMAL
1969-12-31T19:08:29,HC-SR04,50.53,NORMAL
1969-12-31T19:08:30,HC-SR04,50.52,NORMAL
1969-12-31T19:08:31,HC-SR04,50.5,NORMAL
1969-12-31T19:08:32,HC-SR04,50.59,NORMAL
1969-12-31T19:08:33,HC-SR04,50.65,NORMAL
1969-12-31T19:08:34,HC-SR04,50.7,NORMAL
1969-12-31T19:08:35,HC-SR04,50.76,NORMAL
1969-12-31T19:08:36,HC-SR04,50.73,NORMAL
1969-12-31T19:08:37,HC-SR04,50.51,NORMAL
1969-12-31T19:08:38,HC-SR04,50.58,NORMAL
1969-12-31T19:08:39,HC-SR04,50.65,NORMAL
1969-12-31T19:08:40,HC-SR04,50.62,NORMAL
1969-12-31T19:08:41,HC-SR04,50.62,NORMAL
1969-12-31T19:08:42,HC-SR04,50.62,NORMAL
1969-12-31T19:08:43,HC-SR04,50.62,NORMAL
1969-12-31T19:08:44,HC-SR04,50.62,NORMAL
1969-12-31T19:08:45,HC-SR04,50.62,NORMAL
1969-12-31T19:08:46,HC-SR04,50.62,NORMAL
1969-12-31T19:08:47,HC-SR04,50.62,NORMAL
1969-12-31T19:08:48,HC-SR04,50.62,NORMAL
1969-12-31T19:08:49,HC-SR04,50.62,NORMAL
1969-12-31T19:08:50,HC-SR04,50.62,NORMAL
1969-12-31T19:08:51,HC-SR04,50.62,NORMAL
1969-12-31T19:08:52,HC-SR04,50.62,NORMAL
1969-12-31T19:08:53,HC-SR04,56.97,NORMAL
1969-12-31T19:08:54,HC-SR04,63.47,NORMAL
1969-12-31T19:08:55,HC-SR04,69.96,NORMAL
1969-12-31T19:08:56,HC-SR04,76.46,NORMAL
1969-12-31T19:08:57,HC-SR04,82.95,NORMAL
1969-12-31T19:08:58,HC-SR04,89.44,NORMAL
1969-12-31T19:08:59,HC-SR04,95.94,NORMAL
1969-12-31T19:09:00,HC-SR04,102.52,NORMAL
1969-12-31T19:09:01,HC-SR04,102.76,NORMAL
1969-12-31T19:09:02,HC-SR04,102.92,NORMAL
1969-12-31T19:09:03,HC-SR04,102.92,NORMAL
1969-12-31T19:09:04,HC-SR04,102.92,NORMAL
1969-12-31T19:09:05,HC-SR04,93.31,NORMAL
1969-12-31T19:09:06,HC-SR04,83.99,NORMAL
1969-12-31T19:09:07,HC-SR04,74.47,NORMAL
1969-12-31T19:09:08,HC-SR04,64.62,NORMAL
1969-12-31T19:09:09,HC-SR04,54.78,NORMAL
1969-12-31T19:09:10,HC-SR04,44.86,NORMAL
1969-12-31T19:09:11,HC-SR04,35.1,NORMAL
1969-12-31T19:09:12,HC-SR04,25.34,NORMAL
1969-12-31T19:09:13,HC-SR04,25.19,NORMAL
1969-12-31T19:09:14,HC-SR04,24.76,NORMAL
1969-12-31T19:09:15,HC-SR04,24.52,NORMAL
1969-12-31T19:09:16,HC-SR04,24.52,NORMAL
1969-12-31T19:09:17,HC-SR04,24.52,NORMAL
1969-12-31T19:09:18,HC-SR04,24.53,NORMAL
1969-12-31T19:09:19,HC-SR04,24.53,NORMAL
1969-12-31T19:09:20,HC-SR04,24.53,NORMAL
1969-12-31T19:09:21,HC-SR04,24.53,NORMAL
1969-12-31T19:09:22,HC-SR04,24.53,NORMAL
1969-12-31T19:09:23,HC-SR04,24.53,NORMAL
1969-12-31T19:09:24,HC-SR04,24.53,NORMAL
1969-12-31T19:09:25,HC-SR04,24.53,NORMAL
1969-12-31T19:09:26,HC-SR04,24.53,NORMAL
1969-12-31T19:09:27,HC-SR04,24.53,NORMAL
1969-12-31T19:09:28,HC-SR04,24.53,NORMAL
1969-12-31T19:09:29,HC-SR04,24.53,NORMAL
1969-12-31T19:09:30,HC-SR04,24.53,NORMAL
1969-12-31T19:09:31,HC-SR04,24.53,NORMAL
1969-12-31T19:09:32,HC-SR04,24.53,NORMAL
1969-12-31T19:09:33,HC-SR04,24.53,NORMAL
1969-12-31T19:09:34,HC-SR04,24.53,NORMAL
1969-12-31T19:09:35,HC-SR04,24.53,NORMAL
1969-12-31T19:09:36,HC-SR04,24.53,NORMAL
1969-12-31T19:09:37,HC-SR04,24.53,NORMAL
1969-12-31T19:09:38,HC-SR04,24.53,NORMAL
1969-12-31T19:09:39,HC-SR04,24.53,NORMAL
1969-12-31T19:09:40,HC-SR04,24.53,NORMAL
1969-12-31T19:09:41,HC-SR04,24.53,NORMAL
1969-12-31T19:09:42,HC-SR04,24.53,NORMAL
1969-12-31T19:09:43,HC-SR04,24.53,NORMAL
1969-12-31T19:09:44,HC-SR04,24.53,NORMAL
1969-12-31T19:09:45,HC-SR04,24.53,NORMAL
1969-12-31T19:09:46,HC-SR04,24.53,NORMAL
1969-12-31T19:09:47,HC-SR04,24.53,NORMAL
1969-12-31T19:09:48,HC-SR04,24.53,NORMAL
1969-12-31T19:09:49,HC-SR04,24.53,NORMAL
1969-12-31T19:09:50,HC-SR04,24.53,NORMAL
1969-12-31T19:09:51,HC-SR04,24.53,NORMAL
1969-12-31T19:09:52,HC-SR04,31.22,NORMAL
1969-12-31T19:09:53,HC-SR04,37.91,NORMAL
1969-12-31T19:09:54,HC-SR04,44.61,NORMAL
1969-12-31T19:09:55,HC-SR04,51.32,NORMAL
1969-12-31T19:09:56,HC-SR04,58.17,NORMAL
1969-12-31T19:09:57,HC-SR04,65.18,NORMAL
1969-12-31T19:09:58,HC-SR04,71.97,NORMAL
1969-12-31T19:09:59,HC-SR04,78.76,NORMAL
1969-12-31T19:10:00,HC-SR04,78.85,NORMAL
1969-12-31T19:10:01,HC-SR04,78.95,NORMAL
1969-12-31T19:10:02,HC-SR04,79.03,NORMAL
1969-12-31T19:10:03,HC-SR04,69.26,NORMAL
1969-12-31T19:10:04,HC-SR04,59.34,NORMAL
1969-12-31T19:10:05,HC-SR04,49.26,NORMAL
1969-12-31T19:10:06,HC-SR04,39.41,NORMAL
1969-12-31T19:10:07,HC-SR04,29.55,NORMAL
1969-12-31T19:10:08,HC-SR04,19.7,ALERT
1969-12-31T19:10:09,HC-SR04,9.85,ALERT
1969-12-31T19:10:10,HC-SR04,0.0,ALERT
1969-12-31T19:10:11,HC-SR04,0.0,ALERT
1969-12-31T19:10:12,HC-SR04,0.0,ALERT
1969-12-31T19:10:13,HC-SR04,4.0,ALERT
1969-12-31T19:10:14,HC-SR04,8.0,ALERT
1969-12-31T19:10:15,HC-SR04,11.99,ALERT
1969-12-31T19:10:16,HC-SR04,15.99,ALERT
1969-12-31T19:10:17,HC-SR04,19.99,ALERT
1969-12-31T19:10:18,HC-SR04,23.98,ALERT
1969-12-31T19:10:19,HC-SR04,27.98,NORMAL
1969-12-31T19:10:20,HC-SR04,31.98,NORMAL
1969-12-31T19:10:21,HC-SR04,31.98,NORMAL
1969-12-31T19:10:22,HC-SR04,31.98,NORMAL
1969-12-31T19:10:23,HC-SR04,31.98,NORMAL
1969-12-31T19:10:24,HC-SR04,31.98,NORMAL
1969-12-31T19:10:25,HC-SR04,31.98,NORMAL
1969-12-31T19:10:26,HC-SR04,28.46,NORMAL
1969-12-31T19:10:27,HC-SR04,24.93,NORMAL
1969-12-31T19:10:28,HC-SR04,21.41,NORMAL
1969-12-31T19:10:29,HC-SR04,17.89,ALERT
1969-12-31T19:10:30,HC-SR04,14.36,ALERT
1969-12-31T19:10:31,HC-SR04,10.84,ALERT
1969-12-31T19:10:32,HC-SR04,7.31,ALERT
1969-12-31T19:10:33,HC-SR04,3.79,ALERT
1969-12-31T19:10:34,HC-SR04,3.79,ALERT
1969-12-31T19:10:35,HC-SR04,3.79,ALERT
1969-12-31T19:10:36,HC-SR04,19.72,ALERT
1969-12-31T19:10:37,HC-SR04,35.58,NORMAL
1969-12-31T19:10:38,HC-SR04,51.46,NORMAL
1969-12-31T19:10:39,HC-SR04,67.33,NORMAL
1969-12-31T19:10:40,HC-SR04,83.21,NORMAL
1969-12-31T19:10:41,HC-SR04,99.08,NORMAL
1969-12-31T19:10:42,HC-SR04,114.95,NORMAL
1969-12-31T19:10:43,HC-SR04,130.91,NORMAL
1969-12-31T19:10:44,HC-SR04,130.86,NORMAL
1969-12-31T19:10:45,HC-SR04,130.96,NORMAL
1969-12-31T19:10:46,HC-SR04,130.95,NORMAL
1969-12-31T19:10:47,HC-SR04,131.04,NORMAL
1969-12-31T19:10:48,HC-SR04,131.13,NORMAL
1969-12-31T19:10:49,HC-SR04,131.21,NORMAL
1969-12-31T19:10:50,HC-SR04,131.31,NORMAL
1969-12-31T19:10:51,HC-SR04,131.31,NORMAL
1969-12-31T19:10:52,HC-SR04,131.31,NORMAL
1969-12-31T19:10:53,HC-SR04,131.31,NORMAL
1969-12-31T19:10:54,HC-SR04,131.39,NORMAL
1969-12-31T19:10:55,HC-SR04,131.3,NORMAL
1969-12-31T19:10:56,HC-SR04,131.3,NORMAL
1969-12-31T19:10:57,HC-SR04,131.3,NORMAL
1969-12-31T19:10:58,HC-SR04,131.3,NORMAL
1969-12-31T19:10:59,HC-SR04,131.3,NORMAL
1969-12-31T19:11:00,HC-SR04,131.3,NORMAL
